id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
4299,bʰaɳdza,bhaɳdza,,,"Bad OIA word, Accent issuebhāginēya",n1_m-a nephew (sister’s son) nephew,племянник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4300,bʰaɳdʒi,bhaɳdʒi,,,"Bad OIA word, Accent issuebhāginēyī",n3_f-Vniece (sister’s daughter)niece,племянница,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4301,bʰaɳɖa,bhaɳɖa,NOUN,1_m-a,OIAbhāṇḍa,vessel,посуда vartan,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4302,bʰaɳɖəɭ,bhaɳɖəɭ,NOUN,7_f-iгнездо,OIAbhāṇḍa,,"ос, диких пчёл и т.п.bee nest, wasp nestпчелиное гнездо",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4303,bʰarət,bharət,PROPN,4_m-C,"Skr, Hinbha ̄rat < bhārata",India,Индия,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4304,bʰari,bhari,ADJ,,OIAbhārika,athem. 1) heavy,тяжёлый 2) very очень,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4305,bʰaʃa,bhaʃa,NOUN,6_f-alanguage,Skrbhāṣā,,язык,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4306,bʰatʰɳa,bhathɳa,,,OIAbhāˊṣatē,vtmake a vow,давать обет о подношении божеству devte ko 8 of 40 7/7/2023 9:52 PM koī bhẽṭ karne k ī pratigya karna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4307,bʰau,bhau,NOUN,3_f-V1),PunjabiBHÁÚ < bhrāˊtr̥,baby,ребенок 2) younger sisterмладшая сестра3) younger brother младший брат,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4308,bʰedzɳa,bhedzɳa,VERB,,OIA*bhējj,stndsend,посылать bhejna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4309,bʰeɖ,bheɖ,NOUN,5_f-Csheep,OIAbhēḍra,,овца,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4310,bʰekʰəɭ,bhekhəɭ,NOUN,5_f-CPrinsepia,Suspicious IA etymology *bhēkka,"utilis [Gazetteers p. 118] Himalayan Cherry Prinsepia, a thorny shrub","Принсепия полезная, колючий кустарник ek kā̃ṭedār jhāṛī",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4311,bʰeɽna,bheɽna,,,Bad OIAbhḗttum ?,vtseparate,распускать вязаные вещи alag karna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4312,bʰeʈ,bheʈ,NOUN,7_f-ihigher,OIA†*bhēṭṭa-,(inner) side of a terrace field,верхний (внутренний) край террасного поля,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4313,bʰeʈi,bheʈi,NOUN,3_f-Vhigher,OIA†*bhēṭṭa-,(inner) side of a terrace field,верхний (внутренний) край террасного поля 2) advhigher (command to an ox)выше (команда быку),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4314,bʰɛgɳa,bhɛgɳa,,,Hin bhagna,1) vigo away,уходить 2) virun away убегать 3) auxCOMPL COMPL,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4315,bʰɛla,bhɛla,,,"Hin, Punjabibhalā 'Good, excellent; well' < bhalla",adjthem. good,хороший,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4316,bʰɛɽəkɳa,bhɛɽəkɳa,,,OIA*bhaṭ,vi,"жаловаться buṛ-buṛ karnā адресат в аккузативе, но эргатива нет. Вероятно, склейка bʰɛɽ + kɛrna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4317,bʰəgwan,bhəgwan,NOUN,4_m-C,"Skr, Hinbhagwa ̄n < bhagavat",god,бог,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4318,bʰəɳoi,bhəɳoi,,,OIAbhaginīpati,n2_m-V younger sister’s husband,муж младшей сестры,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4319,bʰətidza,bhətidza,,,Hin bhatījā < bhrātrīˊya,n1_m-a brother’s son,племянник (сын брата),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4320,bʰətidzi,bhətidzi,NOUN,3_f-Vbrother’s,Hin bhatīji ̄< bhrātrīˊya + f,daugher,племянница (дочь брата),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4321,bʰiɽ,bhiɽ,NOUN,5_f-Cmob,OIAbhiṭ,crowd,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4322,bʰiɽina,bhiɽina,VERB,,OIAbhiṭ,encounter,"сталкиваться, сближаться, соприкасаться bhiṛna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4323,bʰit,bhit,NOUN,7_f-iwallстена,OIAbhittí,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4324,bʰjaũadvdown,bhjauadvdown,,,,down,вниз,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4325,bʰog,bhog,,,Skrbhṓga,n4_m-C offering,подношение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4326,bʰoka,bhoka,NOUN,1_m-a,OIA*bhōkka,big hole,большая дыра baṛā ched,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4327,bʰɔnɳa,bhɔnɳa,,,OIA*bhanna,vtbreak,"разбивать, ломать9 of 40 7/7/2023 9:52 PM",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4328,bʰɔrlu,bhɔrlu,NOUN,2_m-V,OIAbhára  + suff,basket for roti,корзина для роти,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4329,bʰɔrna,bhɔrna,,,OIAbhárati,vtfill,наполнять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4330,bʰɔs,bhɔs,NOUN,4_m-C,OIAbhásman,ash,зола,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4331,bʰɔt,bhɔt,NOUN,4_m-C,OIAbhaktá,boiled rice,рис,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4332,bʰɔti,bhɔti,NOUN,3_f-Vbhoti,OIA*bhakti,,бхоти bʰɔʈʰn 4_m-Cpl soya соя bʰrahu dzi (bhrātr̥vadhū ?) n 3_f-Vyounger brother’s wifeжена младшего брата,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4333,bʰudzɳa,bhudzɳa,,,OIAbhr̥jjáti,vtfry (popcorn),жарить (поп-корн),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4334,bʰugru,bhugru,NOUN,2_m-V,Bad OIA word *bugghara *bhukka-,"powder, pepper powder","опилки, осколки, порошок, перец в порошке  cūrā",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4335,bʰũi,bhui,NOUN,3_f-Vfloorэтаж,OIAbhūˊmi,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4336,bʰukʰ,bhukh,NOUN,,Hin bhukh < *bubhukṣaka,hunger,голод,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4337,bʰukʰa,bhukha,ADJ,,Hin bhukha ̄ < *bubhukṣaka,them. hungry,голодный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4338,bʰukʰiɳa,bhukhiɳa,,,Hin bhukh < *bubhukṣaka,viiendbe hungry,быть голодным bʰupʰin3_f-Vmould плесень D d,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4339,dada,dada,NOUN,1_m-a,OIA*dādda,grandfather (paternal)grandfather,дедушка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4340,dadi,dadi,,,OIA*dādda,n3_f-Vgrandmother,бабушка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4341,dag,dag,NOUN,4_m-C,Persdāg̠ẖ,swelling,волдырь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4342,dah,dah,NOUN,5_f-Csg,OIAdāha,1) pain,боль 2) illness болезнь dahiɳa vibe ill болеть dakʃna n1_m-a charity,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4343,daɭ,daɭ,,,OIAdāla,"n5_f-Cdal, dish cooked from beans dal",дал,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4344,daɳa,daɳa,NOUN,1_m-a,Pers dāna,grain,зерно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4345,darʈʰa,darʈha,NOUN,1_m-a,"Suspicious IA etymology, Bad OIA daratha","granary, store-room",чулан для хранения зерна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4346,daɽu,daɽu,,,Bad OIA worddāḍima,n2_m-V pomegranate (wild),гранат (дикий),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4347,daɽʰ,daɽh,NOUN,5_f-Cmolar,Bad OIA word *dāṁṣṭra,tooth; cutting tooth; canine-tooth molar tooth10 of 40 7/7/2023 9:52 PM,коренной зуб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4348,daɽʰi,daɽhi,NOUN,3_f-Vbeardборода,Bad OIA word*dāṁṣṭra,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4349,datʃi,datʃi,NOUN,3_f-Vsickleсерп,OIA*dātrī,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4350,daz,daz,NOUN,4_m-C,OIAdāˊyādya X Hindi dahez,bridal fee,выкуп за невесту,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4351,deɳa,deɳa,VERB,,OIAdádāti X náyati (dēti,nstndgive,давать denā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4352,deri,deri,NOUN,3_f-V1),"Pers, Hinderi ̄",lag,задержка 2) для случаев вида thodi deri bad - через некоторое времяtimeвремя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4353,deʃ,deʃ,NOUN,4_m-C,OIAdēśá,country,страна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4354,dew,dew,NOUN,4_m-C,OIAdēvá,"dev, god dev",дев,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4355,dewi,dewi,NOUN,3_f-Vdevi,"Skr, Hin dēvīˊ",goddess devi,деви,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4356,dewɭu,dewɭu,NOUN,2_m-V,OIAdēvakula,Deulu is a member of the temple committee. deulu,деулу,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4357,dewr,dewr,NOUN,4_m-C,OIAdēvará,husband’s younger brother,младший брат мужа,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4358,dewta,dewta,NOUN,1_m-a,"Hin, Skr devatā < devatā",deity,божество,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4359,dɛ̃hi,dɛhi,,,Hin dádhi,n3_f-Vdahi (sour-milk drink) curd,дахи,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4360,dɛs,dɛs,NUM,,Hin das <  dáśa,ten,десять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4361,dɛsɳa,dɛsɳa,,,PunjabiDASSṈÁ < darśáyati,vttell,рассказывать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4362,dɛswa,dɛswa,,,Hin daswa < daśamá,ordnumtenth,десятый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4363,dəpɔhri,dəpɔhri,,,OIAdva +  prahara (met!,) n3_f-Vafternoon food,полдник dərʃəɳn 4_m-Cpl seeingви́дение,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4364,dihaɽa,dihaɽa,NOUN,1_m-a,Bad OIA word divasá + ?,day,день,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4365,dihaɽi,dihaɽi,,,Bad OIA worddivasá + ?,advdaytime,днем,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4366,dil,dil,NOUN,5_f-Cheartсердце,"Hin, Pers dil",djuti kiɽa n 1_m-a glow worm,светлячок dɭaɳavtpassпередавать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4367,dohtri,dohtri,NOUN,3_f-Vgranddaughter,Punjabi dauhitrī,(daughter’s daughter),внучка (дочь дочери),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4368,dohtru,dohtru,NOUN,2_m-V,Punjabi dohtrā < daúhitra,grandson (daughter’s son),внук (сын дочери),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4369,dosti,dosti,,,"Pers, Hindosti < dusti",n3_f-Vfriendship,дружба,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4370,dot,dot,NOUN,7_f-isg,Bad OIAdyuti,morning,утро11 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4371,dɔnd,dɔnd,NOUN,4_m-C,OIAdánta,tooth,"зуб dɔnd kʰɛɽəkɳa (OIAkhaṭakhaṭāyatē) viclatter (of teeth)стучать (о зубах) dɔnd kʰəɽkaɳe (OIAkhaṭakhaṭāyatē) vtclatter one's teeth стучать зубами dragəɽn 4_m-C sg rushпокраснение, раздражение",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4372,drigɽa,drigɽa,NOUN,1_m-a,"Bad OIA*dhaṭa², dhaṭī- X *thigga",cloth,тряпка 2) adjthem. full of holesрваный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4373,druadza,druadza,,,"Hin, Pers darva ̄zā",n1_m-a door,дверь drubɽa n1_m-a мусор,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4374,drugʰ,drugh,,,Suspicious IA etymology durgá +metathese?,"n4_m-C storage closet or box, granary. store-room",кладовка или ящик для хранения зерна druɳn 7_f-iburrowнора,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4375,dubɭa,dubɭa,,,OIAdurbala,adjthem. 1) thin,худой 2) slimстройный 3) weak слабый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4376,dudʰ,dudh,NOUN,4_m-C,OIAdugdhá,milk,молоко dudʰara dɔnd nmilk tooth молочный зуб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4377,dudʒa,dudʒa,,,"Punjabi, Bad OIA word dūja < *dutīya ?",ordnum1) second,второй 2) another другой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4378,duhɳa,duhɳa,,,OIA*duhati,vtmilk,доить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4379,duhru,duhru,NOUN,2_m-Vpl,Bad OIA word dohra,couple,"пара dukʰɳa viacheболеть, испытывать боль dukhna",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4380,dur,dur,,,OIAdūrá,adjfar,далекий dwãdzɳa vtset apartразделять (расплетать нитки в клубке) alag karna dwarn 4_m-C doorдверь Dʰ dʰ dʰaka marna (compensatory lenghtening IA language*dhakk ) vtpush толкать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4381,dʰam,dham,,,OIAdhārmá,n5_f-Chttps://en.wikipedia.org/wiki/Dham banquet,торжественный прием пищи,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4382,dʰan,dhan,NOUN,4_m-C,OIAdhānyà,sg paddy,необрушенный рис,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4383,dʰaɳa,dhaɳa,NOUN,6_f-aparched,OIAdhānā́,grain,"жареные зёрна, попкорн dʰarna vtwater поливать растения12 of 40 7/7/2023 9:52 PM dʰatʃɳa vtcultivate растить pālna dʰɐnija n 1_m-a coriander кориандр, кинза",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4384,dʰɛn,dhɛn,NOUN,4_m-C,Hin dhan < dhána,wealth,богатство,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4385,dʰɛng,dhɛng,NOUN,4_m-C,Unknownḍhaṅg,"way, style",способ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4386,dʰəmkaɳa,dhəmkaɳa,NOUN,1_m-a,OIA*dhammakka,,"растение, которое приносят в храм Шивы, имеет отравляющий и наркотический эффект белена чёрная dʰjann 4_m-C attention внимание",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4387,dʰoɳa,dhoɳa,,,OIA*dhauvati,vt1) wash (clothes),стирать 2) wash мыть,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4388,dʰoti,dhoti,NOUN,3_f-Vdhoti,OIA *dhōtta,(man's clothes),дхоти (мужская одежда),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4389,dʰɔdz,dhɔdz,NOUN,5_f-Chigh,OIAdhvajá dhvajā,spire near the temple,высокий шпиль возле храма dʰɔlinterjrespectful salutationуважительное приветствие (устаревшее) dʰɔnsn 4_m-C dhaunse дхаунс (барабан) dʰɔnsin2_m-V дхаунса - двусторонний барабан поменьше дхолаdhaunse player играющий на дхаунсе,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4390,dʰɔrti,dhɔrti,NOUN,3_f-Vearth,"Accent issue, Cr assimilation IA languagedháritrī",,"Земля 2) n 3_f-Vland земля 3) n 3_f-Vfloorпол 4) adv[NK]down на земле dʰɔrtsʰ n 4_m-C dorts, ceremonial vessel darach дарач",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4391,dʰraɳa,dhraɳa,,,OIA*dudhāra,vtrepeat,повторять,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4392,dʰũi,dhui,NOUN,5_f-Cfog,OIA dhūmikā,,туман kohrā,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4393,dʰuɳna,dhuɳna,,,OIAdhúni,vt1) speak,говорить 2) talk разговаривать dʰupn4_m-C incenseблаговония для воскурений,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4394,dʰupa,dhupa,NOUN,1_m-a,OIA*dhuppā,sunlight,солнечный свет dʰupɳa vtburn incense воскуривать благовония,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4395,dʰuɽ,dhuɽ,NOUN,5_f-Cdust,OIA*dhūḍi,,пыль,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4396,dʰuɽa,dhuɽa,NOUN,6_f-adustпыль,OIA*dhūḍi,dʰuw̃an 1_m-a smoke,дым,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4397,dʰwaɳa,dhwaɳa,,,*dhauvati + caus,vtmake wash,заставлять мыть13 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4398,dʰwar,dhwar,NOUN,4_m-C,OIAuddhārá + meth,debt,долг Dz dz dzãdzʰɳa vtset apartразделять (особенно разнимать дерущихся) alag karna (viśeṣataḥ laṛte huõ ko),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4399,dzagɳa,dzagɳa,,,Hin  jāgnā < jāˊgrati,viwake up,просыпаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4400,dzagra,dzagra,NOUN,1_m-a,OIAjāˊgrat ʻwakefulnessʼ,ceremony of wakefulness near sacred fire at night,церемония ночного бдения у священного огня,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4401,dzajru,dzajru,NOUN,2_m-V,Bad OIA*jhāra¹,fountain,"источник, родник",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4402,dzakʰəɳ,dzakhəɳ,,,Suspicious IA etymologyyakṣiṇī,n7_f-imolar tooth,коренной зуб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4403,dzaɭ,dzaɭ,,,OIAjāˊla,n4_m-C net,сеть dzaɭɳa vtburn жечь dzann 7_f-ilifeжизнь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4404,dzangɭi,dzangɭi,NOUN,3_f-Vlower,OIAjāṅgala,(outer) side of the terrace field,нижний (внешний) край террасного поля 2) advlower (command to an ox)ниже (команда быку),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4405,dzanu,dzanu,,,dental sonant only IA language jāˊnu,n2_m-V knee,колено dzaɳa npropJanaДжана,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4406,dzaɳna,dzaɳna,,,OIAjānāˊti,vtknow,знать dzasɳa vtroast жарить bhunna dzatn 7_f-i1) speciesрод 2) casteкаста,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4407,dzeʈʰ,dzeʈh,NOUN,4_m-C,OIAjyḗṣṭha,husband’s elder brother,старший брат мужа dzeʈʰa bapu (OIAjyḗṣṭha ) n 4_m-C father’s elder brotherстарший брат отца dzeʈʰi ama (OIAjyḗṣṭha ) n 6_f-afather’s elder brother’s wife жена старшего брата отца dzɛ̃aprt1) a bit слегка 2) likeкак,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4408,dzɛhər,dzɛhər,,,"Hin, Pers zahr",n4_m-C poison,яд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4409,dzɛkʰəm,dzɛkhəm,NOUN,4_m-C,"Arab, Hin zaxm",wound,рана,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4410,dzɛndra,dzɛndra,NOUN,1_m-a,PunjabiJAṆDRÁ s. m. < yantrá,lock,замок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4411,dzɛndzər,dzɛndzər,NOUN,5_f-Cankletножной,ɛ/ɐ IA language*jhāñjha X jharjhára¹,,браслет,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4412,dzɛnəm,dzɛnəm,NOUN,4_m-C,Skrjánman,birth,рождение2 214 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4413,dzɛnəmdin,dzɛnəmdin,NOUN,4_m-C,Skrjánman+dina,birthday,день рождения,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4414,dzɛngəl,dzɛngəl,,,Hin jaṅgal < jāṅgala,n4_m-C forest,лес dzɛɳɖa relprosuch такой dzɛpn 4_m-C pujaпуджа (с экзорцизмом) dzɛpɳa vtrecite mantras читать мантры,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4415,dzəgah,dzəgah,NOUN,5_f-Cplace,"Pers, Hin jagah < ja ̄gāh (jāy-gāh",,место,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4416,dzənəmstʰan,dzənəmsthan,,,"Skr, Hinjanm-sthan  < janma+stha ̄na",n4_m-C birthplace,место рождения,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4417,dzərab,dzərab,NOUN,3_f-Vsock,"Pers, Hin, Turk jurrab",,носок dzəruradvcertainlyобязательно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4418,dzibʰ,dzibh,NOUN,5_f-Ctongue,OIAjihvāˊ,(part of body)tongue,"язык dzijaɳa vtenliven оживлять, помогать выжить",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4419,dzikiɳa,dzikiɳa,,,Suspicious IA etymology*jhikk + pass,vtbe angry,сердиться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4420,dzikɳa,dzikɳa,,,OIA*jhikk,vtmash,раздавливать dabāna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4421,dzimi,dzimi,,,Pers zamī,n3_f-VEarth,земля,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4422,dzin,dzin,,,"Pers, Hin zin",n5_f-Csaddle,седло dzinda adjthem. aliveживой,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4423,dzindəgi,dzindəgi,NOUN,3_f-Vlifeжизнь,"Pers, Hin zindagī",,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4424,dziɳa,dziɳa,NOUN,1_m-a,OIAjī́vati,life,жизнь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4425,dzitɳa,dzitɳa,,,OIAjitá > jitta,vtwin,побеждать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4426,dziw,dziw,NOUN,2_m-V,OIAjīvá,animal,животное,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4427,dzɭaɽa,dzɭaɽa,,,Bad OIAjáṭā,n1_m-a 1) root,корень 2) root (of tooth)корень (зуба),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4428,dzmai,dzmai,NOUN,3_f-Vyawn,OIA*jr̥mbhāyita,,зевание dzmana n 1_m-a time время dzminn5_f-C1) ground земля 2) land земля,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4429,dzmindar,dzmindar,NOUN,4_m-C,"Pers, Hin zami ̄ndār",land-owner,землевладелец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4430,dzmindari,dzmindari,NOUN,3_f-Vagricultureземледелие,"Pers, Hin zami ̄ndārī",,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4431,dzneu,dzneu,NOUN,2_m-V,OIAyajñōpavītá,sacred thread,священный шнур215 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4432,dzõk,dzok,NOUN,5_f-Cleech,Bad OIA*jōkkā,,пиявка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4433,dzor,dzor,NOUN,4_m-C,"Hin, Pers zor < zur",strength,сила,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4434,dzot,dzot,NOUN,4_m-C,Bad OIAdyuttá / dyōta,high mountain,высокая гора,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4435,dzotʰ,dzoth,,,Bad OIAjyṓtis  jyṓtsnā,n5_f-Cmoon,луна,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4436,dzɔdzra,dzɔdzra,,,OIAjarjára,adjthem. 1) under-ripe,недозрелый 2) under-cooked недоприготовленный 3) slightly ill слегка больной,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4437,dzɔdzri,dzɔdzri,NOUN,3_f-Vearthquakeземлетрясение,OIA jarjára,dzɔin3_f-Vwife,жена,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4438,dzɔngʰ,dzɔngh,,,OIAjáṅghā,n5_f-Cleg,нога,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4439,dzɔnna,dzɔnna,,,OIAjánati,vtgive birth,рождать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4440,dzɔr,dzɔr,NOUN,4_m-C,OIAjvará,fever,"лихорадка dzɽoləɳ n 4_m-C Chudakarana, ceremony of the first haircut of a child ceremonial haircut церемония первой стрижки",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4441,dzũ,dzu,,,OIAyūˊka,n5_f-Clouse,вошь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
4442,dzũ,dzu,,,Bad OIA word  yugá,n2_m-V yoke,"ярмо, хомут",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
