id,headword,normalized_headword,pos,pos_tag,etymology,definition,gloss_ru,examples,source,page,notes
667,lɔt,lɔt,NOUN,5_f-Cfoot,OIA*lattā,,нога (чем пинают) lɔte marni (OIA*lattā) vtkickпинать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
668,luɖ,luɖ,NOUN,7_f-icreeper,*luḍyati,,лиана,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
669,luhar,luhar,NOUN,4_m-C,OIAlōhakāra,blacksmith,кузнец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
670,luɳ,luɳ,,,OIAlavaṇá,n4_m-C salt,соль,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
671,luɳa,luɳa,ADJ,,OIAlavaṇá,them. saltish,солёный luɳnavtmow cрезать траву,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
672,lupi,lupi,NOUN,3_f-Vflame,Burushaski *lap,,пламя luɽn7_f-ivine лоза,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
673,lutʃəkda,lutʃəkda,,,Bad OIA word*luttara-,adjthem. wet (of cloth),мокрый (о ткани) luʈɳavtrob  грабить lūṭna lwadn 5_f-Coffspring потомство ɭ ɭitsʰɳavtобдирать кору с дерева M m,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
674,magʰ,magh,NOUN,4_m-C,Skrmāghá,"Magh, name of month (January-February)","магх, январь- февраль",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
675,mah,mah,NOUN,4_m-Cpl,Dardic māh < māˊṣa,black gram,фасоль мунго,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
676,mahura,mahura,NOUN,1_m-a,OIA*mādhuka X bhramará,bee,пчела,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
677,mali,mali,NOUN,2_m-V,Hinmāli < mālin,gardener,садовник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
678,maɭa,maɭa,,,OIAmāˊlā,n6_f-agarland,гирлянда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
679,mama,mama,,,Bad OIA word māma,n1_m-a mother’s brother,дядя (по матери)36 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
680,mami,mami,,,Bad OIA word māma,n3_f-Vmother’s brother’s wife,жена дяди (по матери),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
681,mandri,mandri,,,compensatory lenghtening IA languagemandurā,n3_f-V,из рисовой соломыmat циновка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
682,mandza,mandza,NOUN,1_m-a,Mandealimanja  < mañca,bed,кровать mandzɳa vtwash the dishes мыть посуду,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
683,mangəɳ,mangəɳ,NOUN,4_m-C,Mandeali mangəṇ < *maṅkuṇa,bed bug,постельный клоп,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
684,maɳhu,maɳhu,NOUN,2_m-V,Dardicmāˊnuṣa,1) man,мужчина 2) person человек,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
685,marna,marna,,,OIAmāráyati,vtstnd1) kill,убивать mārna2) hitударять mārna3) beat бить4) AUX_INT AUX_INT,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
686,martʃ,martʃ,NOUN,4_m-C,Eng March,March,март,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
687,maɽa,maɽa,,,OIA*māḍa-,"adjthem. defective, rotten, broken",испорченный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
688,mãs,mas,NOUN,4_m-C,OIAmāṁsá n. ʻ flesh ʼ,meat,мясо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
689,masi,masi,NOUN,3_f-Vmother’s,Hin māsī < mātuḥṣvasr̥,sister,тётя (по матери),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
690,mastər,mastər,,,Eng master,n4_m-C teacher,учитель,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
691,maʈa,maʈa,NOUN,1_m-a,Bad OIA word mŕ̊ttikā ? *mārtta,sg soil,"почва mawɭin 3_f-V pl пара, состоящая из матери и дочери",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
692,mɐdza,mɐdza,NOUN,1_m-a,"Pers, Hin maza ̄ < maza",pleasure,удовольствие,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
693,mɐn,mɐn,NOUN,4_m-C,Hin man < mánas,mind,разум mɐɳn 4_m-C respectпочёт mɐrdzi n3_f-Vwish желание,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
694,mɐst,mɐst,,,Pers mast,adjdelighted,радостный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
695,mɐtʃʰər,mɐtʃhər,NOUN,4_m-C,"Punjabi, Hin macchar < matsara",mosquito,комар,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
696,mẽ,me,NOUN,7_f-ihard,OIAma,work,труд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
697,mekʰ,mekh,,,"Pers, Hin mekh",n5_f-Cnail,гвоздь meraposs1) 1SG.POSS1SG.POSS 2) my,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
698,mez,mez,NOUN,4_m-C,"Pers, Hin mez < mi ̄z",table,стол,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
699,mɛdəd,mɛdəd,NOUN,4_m-C,"Pers, Hin madad < medåd",crocodile,крокодил,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
700,mɛ̃hiʃa,mɛhiʃa,,,ɛ/ɐ IA languagemahiṣá,n1_m-a buffalo (he),буйвол,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
701,mɛ̃hiʃi,mɛhiʃi,NOUN,3_f-Vbuffalo,ɛ/ɐ IA languagemáhiṣī,(she),буйволица,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
702,mɛhl,mɛhl,,,"Arab, Hin mahal < mah ̣all",n4_m-C palace,дворец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
703,mɛhnga,mɛhnga,,,"Bad OIA word, Hin mahãgā < mahārgha",adjexpensive,дорогой mɛin 4_m-C May май,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
704,mɛndər,mɛndər,NOUN,4_m-C,"Hin, Skrmandir < mandira",temple,храм,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
705,mɛɳa,mɛɳa,,,"Hin, Arab mana ̄ < man'",adjathem. prohibited,запрещенный,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
706,mɛɳna,mɛɳna,,,ɛ/ɐ IA language mānáyati X manutḗ,vt1) respect,почитать मानना2) consider считать 3) obey слушаться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
707,mɛrd,mɛrd,,,"Hin, Pers mard",n4_m-C man,мужчина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
708,mɛrtsa,mɛrtsa,NOUN,1_m-a,"Accent issue, Bad OIA word marīca",black pepper,чёрный перец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
709,mɛse,mɛse,,,Unknown,advslowly,медленно,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
710,mɛʈər,mɛʈər,NOUN,4_m-C,"Punjabi, Hin ma ṭar<*maṭṭara",peas,горох,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
711,mɛʈʰ,mɛʈh,NOUN,4_m-C,Skrmaṭha,monastery,монастырь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
712,məhol,məhol,NOUN,4_m-C,"Arab, Hin māhaul < mā-ḥaul",environment,среда,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
713,məkaɳa,məkaɳa,,,OIA*mr̥kṇa,vtkill,убить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
714,məkoɽi,məkoɽi,NOUN,3_f-Vantмуравей,OIAmatkōṭaka,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
715,məkʰir,məkhir,,,"Mandeali, Accent issue, Bad OIA word məkhiːr < *mākṣikakara",n4_m-C honey,мёд,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
716,məɭaʃɳa,məɭaʃɳa,,,Pers mālish,vtanoint oil,втирать масло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
717,məɳaɭ,məɳaɭ,,,OIA*munāla or *mōnāla,n4_m-C a kind of  pheasant,вид фазана,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
718,məsala,məsala,,,"Arab, Hin masa ̄lā < mas̤ālĕḥ","n1_m-a masala, mix of spices spice",специи,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
719,məsant,məsant,NOUN,4_m-C,Skrmāsānta,last day of month,последний день месяца,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
720,məsaɳa,məsaɳa,NOUN,1_m-a,"неопознанный индоарийский язык без ʃonly sibilant IA language, Suspicious IA etymology maṣati",,факел,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
721,mətaɭa,mətaɭa,NOUN,1_m-a,OIA*mattapāla,drunk,пьяный38 of 40 7/7/2023 9:52 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
722,mətjan,mətjan,,,"Arab, Hin (imtaha ̄n",< imtěḥān ) n4_m-C exam,экзамен,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
723,mətləb,mətləb,NOUN,4_m-C,"Arab, Hin matlab < mat̤lab",meaning,смысл,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
724,mətʰjai,məthjai,,,OIAmr̥ṣṭá + ?,n3_f-Vsweets,сладости,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
725,məʈʰeɭna,məʈheɭna,,,OIAmr̥ṣṭá + ?,vt,"лимон, бельёsqueeze выжимать",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
726,məʈʰingɭa,məʈhingɭa,NOUN,1_m-a,OIAmuṣṭí + ?,handmade lump made of flour or rice,колобок из теста или риса,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
727,mhara,mhara,,,OIAasmāˊka Ext. with -ra- or -kā̆ra-,poss1) 1PL.POSS 1PL.POSS 2) our,наш,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
728,mhina,mhina,NOUN,1_m-a,"Hin, Pers mahīnā",month,месяц,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
729,miku,miku,NOUN,2_m-V,Unknown,nipple,сосок miln4_m-C mileмиля,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
730,milɳa,milɳa,,,Hin milna ̄ < miláti,vi1) meet,встречать milna2) meet  встречаться 3) to be receivedбыть полученным,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
731,mindz,mindz,NOUN,5_f-Cchiken,Bad OIA word mēdya,brain,куриный мозг,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
732,mindzu,mindzu,NOUN,2_m-V,Bad OIA word mēdya,brain,мозг,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
733,mirtʃ,mirtʃ,NOUN,5_f-Cpepperперец,Hin mirc < marīca,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
734,mistri,mistri,,,"Hin, Port mistrī < mestre",n2_m-V builder,строитель mitingn 5_f-Cmeeting встреча,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
735,mitr,mitr,NOUN,4_m-C,Skrmitrá,friend,друг,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
736,miʈʰa,miʈha,,,OIAmr̥ṣṭá,adjthem. sweet,сладкий mokan 6_f-asharp pain in the back острая боль в спине,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
737,mor,mor,NOUN,4_m-C,OIA*mōra,peacock,павлин,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
738,morɳi,morɳi,NOUN,3_f-Vpea,OIA*mōra,hen,павлин (самка),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
739,mosəm,mosəm,,,"Hin, Arab mausim",n4_m-C weather,погода,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
740,moti,moti,NOUN,2_m-V,OIAmauktika,pearl,жемчужина,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
741,moʰru,mohru,,,OIAmukhará,n2_m-V face,"лицо mɔgran 1_m-a waterfall водопад, родник, поток mɔka kɛrna vtlook after следить, смотреть",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
742,mɔkʃir,mɔkʃir,NOUN,4_m-C,Bad OIA word mārgaśiras,Margshirsh (November-December),,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
743,маргширш,маргширш,,,ноябрь-декабрь,239 of 40 7/7/2023 9:52 PM,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
744,mɔɭ,mɔɭ,,,OIAmála,n4_m-C droppings,навоз,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
745,mɔɭna,mɔɭna,NOUN,3_f-Vmiddle,OIAmalana *malati,finger,средний палец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
746,mɔngɳa,mɔngɳa,,,Bad OIA word māˊrgati,vtbeg for,просить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
747,mɔrna,mɔrna,VERB,,OIAmáratē,nstnddie,умирать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
748,mɔt,mɔt,,,Bad OIA wordmā́,prtPROH.SGPROH.SG,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
749,mɔta,mɔta,,,mā́,prtPROH.PL PROH.PL,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
750,mɔtat,mɔtat,,,mā́,prtPROH.PL PROH.PL mɔtiprtPROH.FUT.SGPROH.FUT.SG,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
751,mɔtit,mɔtit,,,mā́,prtPROH.FUT.PL PROH.FUT.PL,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
752,mɔtʰa,mɔtha,,,OIAmasta,n1_m-a forehead,лоб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
753,mɔtsʰi,mɔtshi,NOUN,3_f-Vfish,OIAmátsya,,рыба,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
754,mɔtʃli,mɔtʃli,NOUN,3_f-Vfish,Hinmacchli < mátsya + -ll-,,рыба,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
755,mɔtʃʰi,mɔtʃhi,NOUN,3_f-Vfly,OIAmákṣikā,,муха,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
756,mɔutʰəɽ,mɔuthəɽ,NOUN,7_f-igraveyard,Unknown maut?,,кладбище mũpers1SG.OBL 1SG.OBL mũɖn 4_m-C head голова mũɖɽin 3_f-Vfinger-ring кольцо на палец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
757,mũg,mug,,,Bad OIA wordmudgá,n4_m-C green dal,маш (зелёная фасоль),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
758,mũgpʰəɭi,mugphəɭi,NOUN,3_f-Vpeanutарахис,Bad OIA word mudgá + phála,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
759,mũh,muh,,,OIAmũh <  múkha,n4_m-C mouth,рот,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
760,muka,muka,NOUN,1_m-a,OIA*mukka,1) fist,кулак 2) удар кулаком muka marna vthit by fist ударить кулаком,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
761,mukhɭa,mukhɭa,ADJ,,"Bad OIA word, Suspicious IA etymologymū́ka-, mūká-",them. toothless,беззубый,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
762,mukɳa,mukɳa,VERB,,OIA*mukna,stndend,заканчиваться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
763,mukʰ,mukh,NOUN,4_m-C,Skrmukʰa,face,лицо240 of 40 7/7/2023 9:52 PM M m,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
764,muɭi,muɭi,NOUN,3_f-Vradishредис,OIAmū́la,munɳa vtfleece,стричь овец bheṛõ kī ūn utārna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
765,muɳɖi,muɳɖi,,,Bad OIA wordmūrdhán,n3_f-Vhead,голова,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
766,murda,murda,NOUN,1_m-a,"Pers, Hin murda",corpse,труп,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
767,murti,murti,,,Skrmurti,n3_f-Vstatue,статуя muɽnaviподворачиваться о ноге,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
768,muʃa,muʃa,NOUN,1_m-a,OIAmūṣa,1) mouse,мышь 2) rat крыса,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
769,mutʰu,muthu,NOUN,2_m-V,Suspicious IA etymologymasta,1) neck,шея 2) throat горло,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
770,mutsʰa,mutsha,NOUN,1_m-a,OIA*mucchā,moustache,ус,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
771,mutsʰɳa,mutshɳa,,,OIAmūrchayati,vtknead,месить,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
772,mutʃɳa,mutʃɳa,,,OIAmūtráyati,vturinate,мочиться,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
773,muʈʰi,muʈhi,NOUN,,OIAmuṣṭí,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
774,na,na,,,Bad OIA wordná,prt1) NEGNEG 2) DISC DISC,Имеет значение установления или проверки контакта со слушателем (не так ли? разве нет?),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
775,nahɭu,nahɭu,,,Bad OIA word nāˊbhi X nāla,n2_m-V navel,пупок,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
776,nak,nak,NOUN,4_m-C,Hin nāk < nakka,nose,нос,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
777,nak,nak,NOUN,5_f-Cnose,Hin nāk < *nakka,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
778,naɭa,naɭa,,,Bad OIA wordnāḍīˊ,n1_m-a 1) small stream,родник 2) mountain river горная река naɭiadj them. pregnant беременная,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
779,naɭu,naɭu,NOUN,2_m-V,Bad OIA word nāḍīˊ,1) spool of weaver's shuttle,катушка челнока ткацкого станка 2) pipe трубка 3) tube for blowing the oven трубка для раздувания очага,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
780,nam,nam,NOUN,4_m-C,Hinnām,name,имя,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
781,nana,nana,NOUN,1_m-a,OIA*nānna,mother’s father,дедушка (по матери),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
782,nani,nani,NOUN,3_f-Vmother’s,OIA*nānna,mother,бабушка (по матери)1 21 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
783,nar,nar,NOUN,1_m-a,"Pers, Hinana ̄r < anår",pomogranate seeds,зёрна граната,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
784,narsĩgʰ,narsigh,,,Skrnarasiṃha,npropNarasingh,Нарасингх,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
785,naʃpəti,naʃpəti,NOUN,3_f-Vpearгруша,"Hin, Pers nāśpātī",natan 1_m-a,родственник nata-pota n 1_m-a sg родственник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
786,natəɳ,natəɳ,NOUN,7_f-ifemale,OIA*jñātrajāni,relative,родственница,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
787,nati,nati,NOUN,2_m-V,"Bad OIA word, Cr assimilation IA language *jñātra X  jñātí X náptr̥",relative,родственник,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
788,naʈi,naʈi,NOUN,3_f-Vdanceтанец,OIAnāṭya,,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
789,negi,negi,NOUN,2_m-V,"Bad OIA word NEGÍ  s. m. A headman in the household of a king or noble, (provincial",village headman,староста деревни,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
790,neɳa,neɳa,,,OIAnáyati,vt1) take,взять 2) carry нести,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
791,nersəri,nersəri,NOUN,3_f-Vnursery,Eng nursery,,детский сад,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
792,newla,newla,,,Hin neula < nakulá,n1_m-a mongoose,мангуст,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
793,nɛg,nɛg,NOUN,4_m-C,Eng nug,gem stone,драгоценный камень,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
794,nɛgər,nɛgər,PROPN,4_m-C,Skrnágara,Naggar,Наггар nɛhrn5_f-Cirrigation canal ирригационный канал,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
795,nɛtʰ,nɛth,,,"Punjabi, Hin natth < nasta",n5_f-Cnose ring,кольцо в нос,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
796,nəkaɭi,nəkaɭi,NOUN,3_f-Vfamine,Unknown**na-ka ̄la?,,голод,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
797,nəkoɽa,nəkoɽa,,,OIA *nakka + *pōḍa,n1_m-a nostril,ноздря,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
798,nəradziɳa,nəradziɳa,,,"Pers, Arab, Hin na ̄+rāzī",vibe sad,досадовать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
799,nərʃinga,nərʃinga,,,Skrnarasiṃha X ʃing,n1_m-a long curved trumpettrumpet,труба (муз.),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
800,nəʃan,nəʃan,NOUN,4_m-C,"Pers, Hin nis ́ān < nišān",1) sign,знак 2) hurt ушиб,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
801,nəʃani,nəʃani,NOUN,3_f-Vsign,"Pers, Hin nis ́ānī < nišānī",,знак nəʃaɳa vtсводить (о пятне) bhaga dena nətʃoɽna vtsqueezeсжимать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
802,nhaiɳa,nhaiɳa,,,OIAsnā́ti,vibathe,купаться22 of 32 7/7/2023 9:54 PM,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
803,nhjara,nhjara,NOUN,1_m-a,OIA*andhĭ̄kāra,darkness,темнота,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
804,nibʰɳa,nibhɳa,,,OIAnibhṇā,viend,заканчиваться nĩɖɳavtweed пропалывать nĩḍāī karna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
805,niɛm,niɛm,NOUN,4_m-C,"Skr, Hinniyamá",law,закон,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
806,nihaɭna,nihaɭna,,,OIAnibhālayati,vtwait,ждать nijaʈɳa vбыть противопоказанным о еде nikəɭna vicome out выходить nikalna,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
807,nila,nila,ADJ,,Hinnīlā < nī́la,them. blue,синий,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
808,nim,nim,NOUN,4_m-C,OIAnímba,neem tree,ним (дерево),,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
809,nimbu,nimbu,NOUN,2_m-V,"Skr, Hin nimbū",1) lemon2) lime,лайм,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
810,ningəɭna,ningəɭna,,,OIAnigalati,vtswallow,глотать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
811,niɽ,niɽ,,,OIAnikaṭam,advclose,близко,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
812,njatsʰ,njatsh,,,"compensatory lenghtening IA language, Suspicious IA etymology* nadīˊ + kaccha ?",n4_m-C bank (of river)bank of river,берег,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
813,nɔʃ,nɔʃ,,,nakhá X †*aṅguṣ -- in aṅguṣṭhá,n4_m-C nail,ноготь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
814,nɔʃɳa,nɔʃɳa,,,"náśyati, naṣṭá","vigo away, leave",идти,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
815,nɔtsɳa,nɔtsɳa,,,OIAnŕ̊tyati,vidance,танцевать,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
816,nɔwã,nɔwa,,,OIAnáva,adjthem. new,новый nayā nɔwa laɽa nbridegroom жених nɔwi laɽi nbride невеста nɔwi tʃiɽi ncuckoo кукушка nreɭn 4_m-C 1) coconut кокос 2) hukkaкальян,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
817,nɽaɳ,nɽaɳ,NOUN,5_f-Chusband’s,Bad OIA wordnánāndr̥,sister,сестра мужа,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
818,nuhar,nuhar,NOUN,4_m-C,OIAanuhāra,face,лицо,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
819,nuhari,nuhari,NOUN,3_f-Vbreakfast,OIA†*navāhāra,,завтрак,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
820,nukər,nukər,,,Pers nūkar,n4_m-C servant,слуга,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
821,nukrani,nukrani,,,Pers nūkar,n3_f-Vmaid,служанка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
822,nukri,nukri,NOUN,3_f-Vserviceслужба13,"Pers, Hinnaukarī",of 32 7/7/2023 9:54 PM O o,,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
823,obən,obən,NOUN,4_m-C,Eng oven,oven,очаг,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
824,obra,obra,NOUN,1_m-a,OIAapavaraka,dark inner room,тёмная внутренняя комната kamra,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
825,obri,obri,NOUN,3_f-Vstorage,OIAapavaraka,closet,кладовка,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
826,oɖʰa,oɖha,ADJ,,Suspicious IA etymology uṇḍuka,them. a little bit,немного oktin 3_f-Vmedicineлекарство,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
827,oɽa,oɽa,NOUN,1_m-a,OIA*auḍrika?,milestone,"плотный косой камень, обозначающий границу полей khetõ kī sīmā ke lie g āḍhā tirachā pathar",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
828,osɳa,osɳa,,,OIAavasravati ?,"vigo down, descend",спускаться oʃn 5_f-Csg dewроса,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
829,otsʰa,otsha,NOUN,3_f-Vlittle,OIA*ōccha,finger,мизинец,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
830,otsʰra,otshra,,,Unknown,n1_m-a drip,"течь, капель",,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
831,oʈʰ,oʈh,NOUN,4_m-C,OIAṓṣṭha,lip,губа Ɔ ɔ,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
832,ɔdʰa,ɔdha,NOUN,1_m-a,OIAardhá,1) half,половина 2) semicircle,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
833,ɔdz,ɔdz,,,OIAadyá,advtoday,сегодня,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
834,ɔg,ɔg,,,OIAagní,n7_f-ifire,огонь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
835,ɔkʰe,ɔkhe,,,Bad OIA word átra?,advhere,здесь,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
836,ɔkʰla,ɔkhla,,,Bad OIA wordátra?,adjlocal,здешний,,Kullui-Eng-Rus-Dictionary-July2023.pdf,,
